License #,Name,License Status,Address,Phone,Endorsements Type,RMI Owner,Start Date,End Date
161244,None,Not Active - Expired after a lapse,5230 NE SKIDMORE PORTLAND OR 97218,(503) 309-3627,Specialty Contractor/All,"Member (Limited Liability Company)CHRISTENSEN, ALAN THOMAS

Member (Limited Liability Company)RUCH, RONALD TIMOTHY",8/26/2004,8/26/2006
157145,None,Not Active - Expired,PO BOX 42082 PORTLAND OR 97242,(503) 706-9103,General Contractor/All,"Member (Limited Liability Company)ROSS, ROBERT ALLEN

RMI OwnerROSS, ROBERT ALLEN",9/25/2003,1/20/2010
165097,DONALD ALJETS CONSTRUCTION,Not Active - Expired,67291 HARRINGTON LP BEND OR 97701,(541) 318-5249,General Contractor/All,"RMI OwnerALJETS, DONALD JAMES",6/13/2005,6/13/2009
108325,None,Not Active - Expired after a lapse,1215 S KIHEI RD STE 0 KIHEI HI 96753,(541) 928-0990,Residential General Contractor,"Corporate OfficerHERR, PAULA LEILA

Corporate OfficerHERR, RONALD ORVILLE

RMI OwnerHERR, RONALD ORVILLE

Changed EntityALBANY PAINTING

Changed EntityHERR, RONALD ORVILLE",8/21/1995,5/12/2013
201874,None,Not Active - Expired after a lapse,PO BOX 751 HOOD RIVER OR 97703,(541) 400-0008,Residential Developer,"Member (Limited Liability Company)BKB MANAGEMENT LLC

Member (Limited Liability Company)BOUDREAU, GREGORY J

Member (Limited Liability Company)BRODEUR, JONATHAN

Member (Limited Liability Company)KITT, ALVA R",2/11/2014,2/11/2020
175890,None,Not Active - Expired,1207 W DECATUR SPOKANE WA 99205,(509) 328-1265,General Contractor/All,"Corporate OfficerSNELL, JOHN JOSEPH

RMI OwnerSNELL, JOHN JOSEPH",4/30/2007,4/30/2009
52381,"ALL SYSTEMS HEATING

YE OLDE TOWN SWEEP",Active,82117 RIVER DR CRESWELL OR 97426,(541) 942-3452,Residential Specialty Contractor,"RMI OwnerWINSLOW, CHRIS B",1/8/1987,1/10/2026
154002,None,Not Active - Expired after a lapse,12464 SE CENTRAL PARK CT PORTLAND OR 97236,(503) 762-9142,Specialty Contractor/All,"Corporate OfficerJOHNSON, COREY LARS

Corporate OfficerLOYD, AMY LEIGH",1/16/2003,1/16/2007
225370,LEI HOME ENHANCEMENTS,Not Active - Expired after a lapse,11880 KEMPER SPRINGS DR CINCINNATI OH 45240,(513) 738-4663,Residential General Contractor,"Member (Limited Liability Company)HBK MARKETING SOLUTIONS LLC

Member (Limited Liability Company)KELLER JR, ROBERT GEORGE

Member (Limited Liability Company)LONGWORTH ENTERPRISES INC

Member (Limited Liability Company)LONGWORTH II, MARC ALLAN

RMI OwnerNO RMI ON FILE

Previous RMICASS, CHRISTOPHER NORTON

Member (3rd Lvl) of an LLC that is a MemberKELLER JR, ROBERT GEORGE

Member (3rd Lvl) of an LLC that is a MemberLONGWORTH II, MARC ALLAN",8/19/2019,8/19/2021
188637,BARCELLOS HARDWOOD FLOORS,Not Active - Expired after a lapse,9050 SW AVERY ST TUALATIN OR 97062,(503) 915-8575,Residential Specialty Contractor,"RMI OwnerBARCELLOS, WARREN PAUL",11/10/2009,11/10/2013
93795,None,Not Active - Expired after a disciplinary action,PO BOX 1054 KELSO WA 98626-0098,(360) 425-4131,General Contractor/Res,"Corporate OfficerHARKCOM, MICHAEL E (MIKE)",10/28/1993,10/29/2006
86959,None,Active,2677 HILLCREST RD MEDFORD OR 97504,(541) 734-7471,Residential General Contractor,"RMI OwnerBERNARD, STEVEN J",10/27/1992,12/6/2024
195694,None,Not Active - Expired,19546 LONE COW DR BEND OR 97702,(541) 610-2442,Residential Specialty Contractor,"Member (Limited Liability Company)HUDSON, ADYM LEE

RMI OwnerHUDSON, ADYM LEE",1/12/2012,1/12/2020
145182,None,Not Active - Expired after a lapse,16112 NE 10TH CIRCLE VANCOUVER WA 98684,(503) 939-2592,Residential Specialty Contractor,"RMI OwnerGERBOVITZ, CHARLES A",6/29/2000,5/21/2012
161076,HUSS LAWN MAINTENANCE,Never Been Licensed - CCB ID Only,PO BOX 333961 PORTLAND OR 97292,,Never Licensed,None,,
139552,GMH CONSTRUCTION,Not Active - Expired after a lapse,415 A COURT WOODBURN OR 97071,(503) 982-8492,General Contractor/All,"PartnerLIASHEVSKI, YURIY N

PartnerPECHENYUK, ALEKSANDR N

Previous Name [IND]LIASHEVSKI, YURIY N",12/29/1999,2/26/2004
141644,DAVID CAMPBELL METAL & WOOD SCULPTOR,Not Active - Voluntarily Surrendered,125 MCCLURE LANE EUGENE OR 97404,(541) 607-5469,Limited Contractor,"RMI OwnerCAMPBELL, DAVID WAYNE",3/23/2000,3/23/2002
235460,None,Not Active - Expired,13943 NE FREMONT CT PORTLAND OR 97230,(503) 758-9139,Residential General Contractor,"Member (Limited Liability Company)KUSHNIR, DANIEL YURIEVICH

RMI OwnerKUSHNIR, DANIEL YURIEVICH",4/7/2021,4/7/2023
148125,None,Not Active - Expired after a lapse,28248 N TATUM BLVD B-1 #168 CAVECREEK AZ 85331,(480) 513-1488,Specialty Contractor/All,None,6/21/2001,6/21/2003
228640,None,Not Active - Expired after a lapse,7136 NE ROSELAWN STREET PORTLAND OR 97218,(919) 418-4616,Residential General Contractor,"Member (Limited Liability Company)DALE, CHRISTOPHER NICHOLAS

RMI OwnerDALE, CHRISTOPHER NICHOLAS",11/7/2019,11/7/2023
155408,None,Not Active - Expired,#5 8555 GREENALL AVE BURNABY BC V5J 3M8,(604) 291-8952,Specialty Contractor/All,"Corporate OfficerFINK, PERCY

Corporate OfficerMILLER, STEPHEN J

RMI EmployeeLYLE, DIANE",5/5/2003,6/26/2009
184067,None,Never Been Licensed - CCB ID Only,880 S WASHINGTON DR MOUNT SHASTA CA 97067,(541) 647-3220,Never Licensed,None,,
216091,None,Active,34817 S MERIDIAN RD WOODBURN OR 97071,(503) 970-4155,Commercial General Contractor Level 2Residential General Contractor,"Member (Limited Liability Company)KUZNETSOV, GEORGE

RMI OwnerKUZNETSOV, GEORGE",7/6/2017,7/6/2025
177402,None,Not Active - Expired,2673 N FREMONT ST CORNELIUS OR 97133,(503) 716-0403,Residential General Contractor,"Family MemberMUNOZ CEDILLO, JUAN

Family MemberMUNOZ PEREZ, PEDRO F

Family MemberRAMIREZ, ZULMA F

RMI OwnerMUNOZ PEREZ, PEDRO F",7/18/2007,11/25/2023
234297,None,Active,14707 NE 13TH CT STE A102 VANCOUVER WA 98685,(360) 433-2009,Commercial Specialty Contractor Level 2,"Member (Limited Liability Company)HILL, STEVEN GILBERT

Member (Limited Liability Company)WALDRON, JASON CHARLES

RMI OwnerHILL, STEVEN GILBERT",3/10/2021,3/10/2025
207315,None,Not Active - Expired,13995 SE POWELL BLVD PORTLAND OR 97236,(971) 217-1879,Residential General Contractor,"Corporate OfficerVASILCHUK, DAVID VIKTOROVICH

RMI OwnerVASILCHUK, DAVID VIKTOROVICH",7/22/2015,7/22/2017
120857,COLORGRAPHIX,Not Active - Expired,400 ELGAROSE RD ROSEBURG OR 97470,(541) 673-7265,Residential Limited Contractor,"PartnerBRUTON, BOBBY LLOYD

PartnerBRUTON, GLENDA SUE

RMI OwnerBRUTON, BOBBY LLOYD",3/11/1997,3/11/2012
105613,B & T PATCH & PAINT,Not Active - Expired after a lapse,PO BOX 588 WALDPORT OR 97394-0588,(541) 563-7995,Specialty Contractor/All,None,4/14/1995,4/10/2002
209550,None,Not Active - Expired,15020 SE 162ND AVE CLACKAMAS OR 97015,(503) 933-8662,Residential Specialty Contractor,"Member (Limited Liability Company)TOKI, LOSENA

Member (Limited Liability Company)TOKI, PONATUI

RMI OwnerTOKI, LOSENA",3/1/2016,3/1/2024
191025,None,Not Active - Expired,9506 NE 72ND ST VANCOUVER WA 98662,(360) 597-8718,Residential General Contractor,"Corporate OfficerSHCHERBYUK, VIKTOR V

Corporate OfficerSHKLYAR, ROMAN YUREVICH

RMI OwnerSHKLYAR, ROMAN YUREVICH",6/14/2010,9/12/2016
219465,None,Active,PO BOX 6604 BEAVERTON OR 97007,(503) 619-6343,Residential General Contractor,"Member (Limited Liability Company)SANTANA, GRECIA MANUELA

Member (Limited Liability Company)VILLASENOR ALVAREZ, CARLOS

RMI OwnerVILLASENOR ALVAREZ, CARLOS",3/6/2018,3/6/2026
221744,None,Active,2072 KENNEDY CIR NE KEIZER OR 97303,(503) 851-0519,Residential General Contractor,"Member (Limited Liability Company)PABLO SILVA, LUIS DELFINO

Member (Limited Liability Company)PABLO, LUIS JORDAN

RMI OwnerPABLO SILVA, LUIS DELFINO",7/9/2018,7/9/2024
204943,None,Not Active - Expired after a lapse,6106 ROLLETTI DR SE SALEM OR 97306,(503) 885-4066,Residential General Contractor,"Member (Limited Liability Company)MAMETIEFF, ARTEMY

RMI OwnerMAMETIEFF, ARTEMY",12/23/2014,12/23/2022
233801,None,Active,214 NE 27TH AVE PORTLAND OR 97232,(971) 940-3356,Residential General Contractor,"Member (Limited Liability Company)PURDY, BRIAN PATRICK

RMI OwnerPURDY, BRIAN PATRICK",12/28/2020,12/28/2024
245713,None,Suspended - Insurance not on file,4030 WARD DR NE SALEM OR 97305,(971) 398-5452,Residential General Contractor,"Family MemberRAMOS OROZCO, BENJAMIN

Family MemberRAMOS, BRIHAN BENJAMIN

Family MemberRAMOS, CHARCY ISABEL

RMI OwnerRAMOS, BENJAMIN",5/11/2023,5/11/2025
90830,DONNAS CUSTOM CLEANING,Not Active - Expired,PO BOX 5146 SALEM OR 97304,(503) 315-9907,Specialty Contractor/Res,None,5/3/1993,6/10/1999
206898,REAL CHOICE GROUP LLC,Never Been Licensed - CCB ID Only,PO BOX 1722 TUALATIN OR 97062,(971) 266-1636,Never Licensed,"Also Known AsZIGMANTAS, CHARLIE",,
60628,None,Not Active - Expired,1120 HEARST AV APT 2 BERKELEY CA 94702-1601,(510) 915-1793,Specialty Contractor/All,"RMI OwnerPETERSEN, ALAN J",6/28/1989,6/28/2009
128469,None,Not Active - Expired after a lapse,PO BOX 571 REDMOND OR 97756-0116,(541) 548-2092,General Contractor/All,"Family Corporate OfficerBOYDSTON, BARRY

Family Corporate OfficerBOYDSTON, BOB

Family Corporate OfficerBOYDSTON, CHARLENE

Family Corporate OfficerBOYDSTON, DAMON

Family Corporate OfficerBOYDSTON, KYLE",4/7/1998,4/7/2004
70156,A1 ROOFING & HOME REPAIR,Not Active - Expired after a lapse,2424 E SIERRA AVE. FRESNO CA 93710-4644,(503) 297-5707,Specialty Contractor/Res,None,11/1/1990,11/1/1991
112897,CATALINA CONSTRUCTION,Not Active - Expired,719 JAMES ST NE KEIZER OR 97303-6046,(503) 390-5144,General Contractor/All,None,4/11/1996,4/11/2000
235615,None,Active,PO BOX 23672 TIGARD OR 97281,(971) 337-9344,Residential General Contractor,"Member (Limited Liability Company)ECHEVERRIA ALEGRIA, MORIS ULISES

RMI EmployeeGONZALEZ ECHEVERRIA, MILTON ALEXANDER",5/4/2021,5/4/2025
204339,PARAGON HARDWOOD FLOORS,Not Active - Voluntarily Surrendered,PO BOX 87383 VANCOUVER WA 98687,(503) 438-8483,Residential Specialty Contractor,"PartnerWHITTAKER, AMANDA EILEEN

PartnerWHITTAKER, JOSEPH EUGENE

RMI OwnerWHITTAKER, AMANDA EILEEN",10/10/2014,10/10/2018
124750,None,Not Active - Expired after a lapse,8875 SW NISQUALLY CT TUALATIN OR 97062,(503) 692-1704,Specialty Contractor/All,"Member (Limited Liability Company)COOK, ANNETTE M

Member (Limited Liability Company)COOK, EDWARD E",8/18/1997,8/18/1999
176176,None,Active,4709 TURNER ROAD SE SALEM OR 97317,503645476,Commercial General Contractor Level 2,"Member (Limited Liability Company)LEFKOVITS, JEFFERY ALAN

Member (Limited Liability Company)ROSENFELD, WARREN JAMES

RMI EmployeeJOEL, LESLIE B",5/14/2007,5/14/2025
204552,"CLEAN EXPRESS

DISCOUNT CARPET FLOOR COVERING",Active,108 NW 4TH ST MADRAS OR 97741,(541) 475-3784,Residential General Contractor,"Member (Limited Liability Company)BUENO MERCADO, DANIEL

RMI EmployeeBUENO, MIRIAM",11/28/2014,11/28/2024
213590,None,Active,PO BOX 243 WOODBURN OR 97071,(503) 428-4960,Residential General Contractor,"Corporate OfficerANFILOFIEFF, PETR G

RMI OwnerANFILOFIEFF, PETR G",1/30/2017,1/30/2025
191192,NEW TIME CONTRACTORS,Active,5597 S FORK LITTLE BUTTE EAGLE POINT OR 97524,(541) 826-2343,Residential General Contractor,"RMI OwnerNUSSBAUM, MONIKA CHARLOTTE",6/25/2010,6/25/2024
167308,None,Not Active - Expired,14101 SE MILL ST PORTLAND OR 97233,(503) 515-9628,Residential General Contractor,"Member (Limited Liability Company)GOLOVACH, IVAN V

Member (Limited Liability Company)KUS, NIKOLAY IVANOVICH

RMI OwnerKUS, NIKOLAY IVANOVICH",11/14/2005,11/20/2023
84809,None,Not Active - Expired after a lapse,19653 CLEAR NIGHT DR BEND OR 97702,(541) 536-7667,Specialty Contractor/Res,"Corporate OfficerHAUSER, CHESTER ALAN",7/31/1992,7/31/2008
103793,None,Active,8560 SE BONNIE JEAN WAY CLACKAMAS OR 97015,(503) 329-2826,Commercial General Contractor Level 2Residential General Contractor,"Family Corporate OfficerMARVIN, ANDREW PETER

Family Corporate OfficerMARVIN, BRIAN SCOTT

Family Corporate OfficerMARVIN, DAVID JAMES

Family Corporate OfficerMARVIN, ROBERT LOWELL

RMI OwnerMARVIN, ROBERT LOWELL",1/3/1995,1/3/2025
213685,None,Active,10481 LEVERMAN RD SE AUMSVILLE OR 97325,(503) 409-2575,Residential General Contractor,"Member (Limited Liability Company)LONG, DESIREE APRIL

Member (Limited Liability Company)LONG, DRAKE RAND

RMI OwnerLONG, DRAKE RAND",2/6/2017,2/6/2025
122243,STEPHEN G SNYDERS CONTRACTING,Not Active - Voluntarily Surrendered,22502 VARNEY CREEK RD KLAMATH FALLS OR 97601-8515,(541) 621-0777,Residential General Contractor,"RMI OwnerSNYDER, STEPHEN G",3/18/1997,3/18/2016
237752,None,Not Active - Voluntarily Surrendered,8211 CYPRESS PLAZA DRIVE JACKSONVILLE FL 32256,(904) 704-5919,Commercial General Contractor Level 2,"Member (Limited Liability Company)CITY FACILITIES MANAGEMENT US LLC

Member (Limited Liability Company)NUTTALL, RICHARD JAMES

RMI EmployeeRAMSAY, BRENDON DOUGLAS

Member (3rd Lvl) of an LLC that is a MemberNUTTALL, RICHARD JAMES

Member (3rd Lvl) of an LLC that is a MemberSMITH, PAUL ANTHONY

Member (3rd Lvl) of an LLC that is a MemberURSINI, TONY PAUL",11/3/2021,11/3/2023
164420,None,Active,1836 NW 17TH ST GRESHAM OR 97030,(503) 666-4312,Residential General Contractor,"Family MemberKUNKEL, LANCE JAMES

Family MemberKUNKEL, TERRI LYNN

RMI OwnerKUNKEL, LANCE JAMES",4/28/2005,4/28/2025
58741,None,Not Active - Expired after a lapse,10267 SE 66TH MILWAUKIE OR 97222,(503) 777-5193,General Contractor/All,"Corporate OfficerALSUP, CONNY

Corporate OfficerOLER, DON Y

Corporate OfficerTAYLOR, ARLAIN M

Corporate OfficerTHORNE, DEBORAH

AttorneySCOTT ATTORNEY AT LAW, MICHAEL J",1/6/1989,1/6/1991
170640,None,Not Active - Voluntarily Surrendered,61525 WEST RIDGE AVE BEND OR 97702,(541) 280-7515,General Contractor/All,"Member (Limited Liability Company)DAY, MICHAEL ROBBINS

RMI OwnerDAY, MICHAEL ROBBINS",6/9/2006,6/9/2010
63875,NORTH COAST PHONE & COMPUTER,Not Active - Expired after a lapse,3599 HWY 101 N GEARHART OR 97138,(503) 738-3683,Residential General Contractor,"Corporate OfficerBUNTIN, LES E

Corporate OfficerBUNTIN, SUSAN E

Corporate OfficerHAWLEY, DON W

RMI OwnerHAWLEY, DON W",2/12/1990,2/12/2014
133103,None,Not Active - Expired,4732 W FENTON BOISE ID 83715,(208) 322-9098,General Contractor/All,"Corporate OfficerBUTLIN, DWIGHT HALLECK

Corporate OfficerBUTLIN, JUDY ANN",10/28/1998,10/28/2006
201648,None,Active,1419 BROADWAY ST VANCOUVER WA 98663,(360) 910-3814,Residential General Contractor,"Corporate OfficerKHARITONENKO, ELENA

Corporate OfficerKHARITONENKO, PETR

RMI OwnerKHARITONENKO, ELENA",12/31/2013,12/31/2025
151696,None,Not Active - Expired after a lapse,14969 S PURDY PL PRINEVILLE OR 97754,(503) 789-8406,General Contractor/All,"Corporate OfficerCALDWELL, DANIEL LEE

Corporate OfficerCALDWELL, MICHELE CLAIRE",6/4/2002,6/4/2006
193114,ANTHONY J SAYLOR CONSTRUCTION,Not Active - Expired,3601 NE 77TH AVE PORTLAND OR 97213,(503) 358-6862,Residential Limited Contractor,"RMI OwnerSAYLOR, ANTHONY JAMES",2/15/2011,2/15/2015
244857,AARON WISE TRUCKING,Suspended - Insurance not on file,PO BOX 115 GLIDE OR 97443,(541) 537-3295,Residential General Contractor,"RMI OwnerWISE, AARON PAUL",3/15/2023,3/15/2025
248376,None,Active,1632 SE HACKSON ST ROSEBURG OR 97470,(541) 391-2732,Residential General Contractor,"Member (Limited Liability Company)BRISBOIS, TIANA JORDEN

RMI OwnerBRISBOIS, TIANA JORDEN",10/25/2023,10/25/2025
174449,BRENT ALBRECHT CONSTRUCTION,Not Active - Expired after a lapse,15973 APPERSON BLVD OREGON CITY OR 97045,(503) 784-2804,Residential General Contractor,"RMI OwnerALBRECHT, BRENT MICHAEL",2/20/2007,2/20/2021
40533,None,Not Active - Expired,220 NW 6TH ST CORVALLIS OR 97330-4812,(541) 757-1489,Residential General Contractor,"Corporate OfficerEDWARDS, BARBARA GEORGE

Corporate OfficerEDWARDS, JAMES M

RMI OwnerEDWARDS, JAMES M",10/15/1982,10/15/2016
227861,None,Active,PO BOX 7461 BEAVERTON OR 97007,(971) 762-5896,Residential Specialty Contractor,"Member (Limited Liability Company)DIETZ, DAWN ELIZABETH

Member (Limited Liability Company)DIETZ, DERRICK DYRELL

RMI OwnerDIETZ, DERRICK DYRELL",12/5/2019,12/5/2025
38986,D M PATZER PAINTING & DECORATING,Not Active - Expired,4996 72ND AVE NE SALEM OR 97305-9535,(503) 581-2541,General Contractor/All,None,2/18/1982,12/17/2005
134607,ENGLE WALLBOARD,Not Active - Expired after a lapse,13301 SE FAIRVIEW RD DAYTON OR 97114,(503) 868-7580,Limited Contractor,None,4/19/1999,4/19/2001
245559,None,Active,5811 NE COLUMBIA BLVD PORTLAND OR 97218,(503) 616-0023,Residential General Contractor,"Corporate OfficerKHUDAYBERDIEV, ZAFAR YADGAROVICH

Corporate OfficerLKHAGVASUREN, TSOGT ERDENE

RMI OwnerKHUDAYBERDIEV, ZAFAR YADGAROVICH",5/17/2023,5/17/2025
132830,None,Not Active - Expired,PO BOX 3352 ALBANY OR 97321-0713,(541) 791-3207,General Contractor/All,"Corporate OfficerTRUEX, CYNTHIA JEAN

Corporate OfficerTRUEX, DONALD LAROY",8/25/1998,8/25/2000
126777,None,Not Active - Expired,11640 S GERANIUM PLACE OREGON CITY OR 97045,(503) 632-7372,Limited Contractor,None,12/18/1997,12/18/2000
85561,None,Not Active - Expired,PO BOX 13171 SALEM OR 97309-1171,(503) 362-0228,General Contractor/All,"Corporate OfficerBOWEN, DUANE H",8/26/1992,10/29/1997
215430,None,Not Active - Expired after a lapse,PO BOX 860 GOLD HILL OR 97525,(541) 951-2862,Residential General Contractor,"Member (Limited Liability Company)SMURZYNSKI, RICHARD THOMAS

Member (Limited Liability Company)WEISS, ADRIENNE LEA

RMI OwnerSMURZYNSKI, RICHARD THOMAS",6/13/2017,6/13/2021
160632,None,Not Active - Expired,PO BOX 849 CANNON BEACH OR 97110-0849,(503) 368-4853,General Contractor/All,"Member (Limited Liability Company)LINDSTEDT, BRADLEY BOYCE

Member (Limited Liability Company)LINDSTEDT, KIMBERLY MARIE

RMI OwnerLINDSTEDT, BRADLEY BOYCE",7/12/2004,7/12/2008
140416,BEND TREND HOMES,Inactive - Sabbatical,PO BOX 1940 BEND OR 97709,(541) 306-1611,Commercial General Contractor Level 2Residential General Contractor,"Corporate OfficerOLSEN, ANELIKA CHRISTINE

Corporate OfficerOLSEN, SHAYNE HARVEY

RMI OwnerOLSEN, SHAYNE HARVEY",1/18/2000,1/18/2026
3667,None,Active,450 W ARLINGTON ST GLADSTONE OR 97027,(503) 655-7055,Residential Specialty Contractor,"Corporate OfficerNIELSEN, RANDALL LEE

Corporate OfficerNIELSEN, TIMOTHY LAWRENCE

RMI OwnerNIELSEN, RANDALL LEE",7/19/1972,1/12/2026
206652,None,Not Active - Expired,2055 CORTE DEL NOGAL CARLSBAD CA 92011,(760) 519-1195,Residential General Contractor,"RMI OwnerLUM, ANTHONY BRIAN",5/19/2015,5/19/2023
65259,None,Suspended - Not Active,21413 SE ALDER CT GRESHAM OR 97030,(503) 665-4096,Specialty Contractor/All,"PartnerDAVIS, CODY L

PartnerWATKINS, PAUL R

Changed EntityP ROBERT WATKINS CONST

Changed EntityWATKINS, PAUL R [INDIVIDUAL]",3/23/1990,10/29/2000
74971,T GEORGE CONSTRUCTION,Not Active - Expired,306511 GERKE RD PRINEVILLE OR 97754-8260,(541) 447-2681,General Contractor/Res,None,7/3/1991,7/3/2002
88693,None,Active,PO BOX 9180 SALEM OR 97305,(503) 390-0626,Commercial General Contractor Level 2,"Corporate OfficerTHATCHER, LONA KIM

RMI OwnerTHATCHER, LONA KIM

Previous RMICANDRIAN, ROBERT MICHAEL",2/2/1993,2/12/2026
192501,CLS FACILITY SERVICES,Active,8061 TYLER BLVD MENTOR OH 44060,(800) 548-3542,Commercial General Contractor Level 2,"Corporate OfficerBRODNICK, BILL J

Corporate OfficerWALDRIP, ROBERT A

RMI EmployeeVAUGHAN, ROBERT GORDON

Previous RMIJOYAL, CHRISTOPHER

UnknownLYNNER, BRIAN",2/11/2011,2/11/2025
93114,EVERGREEN ENTERPRIZES,Not Active - Expired after a lapse,1145 LARKSPUR LN NW SALEM OR 97304,(503) 588-6945,Limited Contractor,None,8/11/1993,11/1/2001
74759,"AFFORDABLE CUSTOM CABINETS

MICHAEL F JOHNSON CONSTRUCTION",Not Active - Expired after a lapse,PO BOX 2366 REDMOND OR 97756,(541) 548-0692,General Contractor/Res,None,6/26/1991,8/3/2004
131607,3D CONSTRUCTION & REMODELING,Not Active - Expired,4830 SAN GABRIEL CT NE SALEM OR 97305-2640,(503) 578-0260,General Contractor/Res,None,9/28/1998,9/28/2000
93146,None,Not Active - Expired,1954 NW PETTYGROVE ST PORTLAND OR 97209,(503) 982-5001,Limited Contractor,"Corporate OfficerPEABODY, ANTHONY LYNN

Corporate OfficerPEABODY, LARRY

Corporate OfficerPEABODY, TIM M",8/30/1993,8/30/1994
104701,None,Not Active - Expired,400 S EL CAMINO REAL #1200 SAN MATEO CA 94402,(503) 375-1572,General Contractor/All,"Corporate OfficerBAKER, ADRIENNE

Corporate OfficerFRANCESCHI, VINCENT

Corporate OfficerGILLESPIE, PATRICK

Corporate OfficerHERSON, EUGENE M

Corporate OfficerHIGGINBOTHAM, WILLIAM E

Corporate OfficerKINSELLA, JOHN

Corporate OfficerMCENTEE, GARY

Corporate OfficerMOMBOISSE, R MICHAEL

Corporate OfficerORTIZ, ALAN

Corporate OfficerPELUSO, RICHARD

Corporate OfficerSHIPPS, MARK H",4/3/1995,4/3/2001
195050,OREGONBOYS CONSTRUCTION,Refused - Not Active,1555 NORWAY ST NE SALEM OR 97301,(503) 856-4579,Residential General Contractor,"RMI OwnerSOHNREY, AARON MIKEL",,
246579,ALL DEEDS MASONRY,Active,5115 SE 111TH AVE PORTLAND OR 97266,(253) 279-3859,Residential General Contractor,"RMI OwnerNAVARRO, YAHAIRA",8/18/2023,8/18/2025
174525,None,Active,8804 W VICTORIA AVE SUITE 110 KENNEWICK WA 99336,(509) 987-4774,Residential General Contractor,"Corporate OfficerZOOK, JASON ALAN

RMI OwnerZOOK, JASON ALAN",2/22/2007,2/23/2025
33428,None,Not Active - Expired,568 SE BENSON RD NEWPORT OR 97365,(503) 265-7352,General Contractor/All,"Corporate OfficerSPARKS, CANDACE

Corporate OfficerSPARKS, RON",7/16/1980,6/26/1991
135146,NORTHWEST FRAMING & CUSTOM DECKS,Not Active - Expired after a lapse,1700 SE TEMPEST DR #706 BEND OR 97702,(541) 389-4084,Specialty Contractor/Res,None,5/4/1999,5/4/2001
151026,None,Not Active - Expired,3550 SW 178TH ALOHA OR 97OO6,(503) 642-7776,General Contractor/All,"Corporate OfficerHANEY, JUDITH ANN

Corporate OfficerHANEY, RICHARD ORVAL",4/5/2002,4/5/2004
97813,NORTHWEST GENERAL CONSTRUCTION,Suspended - Not Active,6658 WACONDA RD NE SALEM OR 97305,(503) 792-5257,Specialty Contractor/Res,None,3/28/1994,3/1/2004
119649,None,Not Active - Expired,18614 S ABIQUA RD NE SILVERTON OR 97381,(503) 873-1190,General Contractor/Res,"Corporate OfficerFERGUS, AUDIE MAUGHN

Corporate OfficerFERGUS, LILLIE REBECCA",1/14/1997,1/14/1998
11859,KASHS DRYWALL,Suspended - Not Active,1147 FENWICK AVE COOS BAY OR 97420-3085,(541) 269-5828,Specialty Contractor/All,None,6/30/1975,9/1/2000
206730,None,Active,11330 SW BUFFALO PL TIGARD OR 97223,(503) 432-0137,Residential Specialty Contractor,"Corporate OfficerLAFFERTY, ANDREW MICHAEL

RMI OwnerLAFFERTY, ANDREW MICHAEL",5/27/2015,5/27/2025
155482,A & S HOMES ENTERPRISES,,PO BOX 2105 CLACKAMAS OR 97015,(503) 201-8473,General Contractor/Res,None,5/12/2003,5/12/2007
98403,None,Active,11917 SE STARK PORTLAND OR 97216,(503) 254-7820,Commercial Specialty Contractor Level 2Residential Specialty Contractor,"Corporate OfficerMYERS, RANDALL LOUIS

RMI OwnerMYERS, RANDALL LOUIS",5/27/1994,2/13/2025
224976,None,Active,1415 SE TOLMAN ST PORTLAND OR 97202,(503) 888-2864,Residential General Contractor,"Member (Limited Liability Company)NEWSOM, MICHAEL DEEN

RMI OwnerNEWSOM, MICHAEL DEEN",3/4/2019,3/4/2025
240712,AR DUCTS,Suspended - Insurance not on file,1625 SE BARBERRY AVE DALLAS OR 97338,(503) 930-8746,Home Services Contractor,RMI OwnerNOT REQUIRED,11/18/2022,11/18/2024
203139,None,Not Active - Expired after a lapse,PO BOX 271 AURORA OR 97002,(503) 593-6066,Residential General Contractor,"Member (Limited Liability Company)STEPHENS, ANDREW ANTHONY

RMI OwnerSTEPHENS, ANDREW ANTHONY

Certified Home InspectorSTEPHENS, ANDREW ANTHONY",5/30/2014,5/30/2020
214638,None,Not Active - Expired,20038 MOSSY MEADOWS AVE OREGON CITY OR 97045,(503) 380-3979,Residential General Contractor,"RMI OwnerMOON, BRADLEY ARDEN",4/5/2017,4/5/2021
87014,None,Not Active - Expired,PO BOX 4326 VANCOUVER WA 98662-0326,(360) 223-6049,Specialty Contractor/All,"Corporate OfficerDANIELS, DAVID W

Corporate OfficerSMITH, KENNETH G",10/28/1992,10/30/1998
227629,None,Active,PO BOX 230089 PORTLAND OR 97281,(503) 367-5683,Commercial General Contractor Level 2,"Member (Limited Liability Company)MORALES ZAMUDIO, ESBEIDE MORELIA

Member (Limited Liability Company)QUINTANA SOTO, ADRIAN

RMI OwnerQUINTANA SOTO, ADRIAN",8/30/2019,8/30/2025
232533,None,Active,TWO TOWNE SQUARE STE 700 SOUTHFIELD MI 48076,(248) 447-2000,Commercial General Contractor Level 1,"Corporate OfficerBISSETT, MATTHEW CYRUS

Corporate OfficerHARRIS, ALAN NATHAN

Corporate OfficerMCNULTY, DANIEL EDWARD

Corporate OfficerPETSCHAUER, RODERICK ALFRED

Corporate OfficerWENZEL, BRIAN RAYMOND

RMI EmployeeNORTHROP, THEODORE JOHN",10/13/2020,10/13/2024
